nom_cabina,country,Commons category,population,calidad_aire,codi_dtes,zqa,codi_eoi,longitud,latitud,hora_o3,calidad_o3,valor_o3,hora_no2,calidad_no2,valor_no2,hora_pm10,calidad_pm10,valor_pm10,generat,dateTime
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,0h,Bona,20 µg/m³,0h,Buena,24 µg/m³,12/06/2018 1:00,1528758306
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,1h,Bona,18 µg/m³,NA,NA,NA,12/06/2018 2:00,1528761903
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,1h,Buena,73 µg/m³,1h,Bona,24 µg/m³,1h,Buena,30 µg/m³,12/06/2018 2:00,1528761903
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,1h,Buena,78 µg/m³,1h,Bona,18 µg/m³,1h,Buena,22 µg/m³,12/06/2018 2:00,1528761903
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,1h,Buena,73 µg/m³,1h,Bona,6 µg/m³,NA,NA,NA,12/06/2018 2:00,1528761903
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,1h,Buena,77 µg/m³,1h,Bona,11 µg/m³,1h,Buena,20 µg/m³,12/06/2018 2:00,1528761903
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,1h,Buena,75 µg/m³,1h,Bona,16 µg/m³,1h,Buena,21 µg/m³,12/06/2018 2:00,1528761903
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,1h,Bona,20 µg/m³,1h,Buena,24 µg/m³,12/06/2018 2:00,1528761903
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,2h,Bona,24 µg/m³,NA,NA,NA,12/06/2018 3:00,1528765505
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,1h,Buena,73 µg/m³,1h,Bona,24 µg/m³,2h,Buena,30 µg/m³,12/06/2018 3:00,1528765505
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,2h,Buena,81 µg/m³,2h,Bona,15 µg/m³,2h,Buena,22 µg/m³,12/06/2018 3:00,1528765505
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,2h,Buena,70 µg/m³,2h,Bona,5 µg/m³,NA,NA,NA,12/06/2018 3:00,1528765505
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,2h,Buena,82 µg/m³,2h,Bona,7 µg/m³,2h,Buena,20 µg/m³,12/06/2018 3:00,1528765505
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,2h,Buena,81 µg/m³,2h,Bona,13 µg/m³,2h,Buena,21 µg/m³,12/06/2018 3:00,1528765505
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,2h,Bona,9 µg/m³,2h,Buena,25 µg/m³,12/06/2018 3:00,1528765505
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,3h,Bona,20 µg/m³,NA,NA,NA,12/06/2018 4:00,1528769103
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,1h,Buena,73 µg/m³,1h,Bona,24 µg/m³,3h,Buena,31 µg/m³,12/06/2018 4:00,1528769103
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,3h,Buena,83 µg/m³,3h,Bona,10 µg/m³,3h,Buena,22 µg/m³,12/06/2018 4:00,1528769103
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,3h,Buena,69 µg/m³,3h,Bona,5 µg/m³,NA,NA,NA,12/06/2018 4:00,1528769103
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,3h,Buena,83 µg/m³,3h,Bona,6 µg/m³,3h,Buena,20 µg/m³,12/06/2018 4:00,1528769103
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,3h,Buena,84 µg/m³,3h,Bona,9 µg/m³,3h,Buena,21 µg/m³,12/06/2018 4:00,1528769103
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,3h,Bona,8 µg/m³,3h,Buena,25 µg/m³,12/06/2018 4:00,1528769103
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,4h,Bona,16 µg/m³,NA,NA,NA,12/06/2018 5:00,1528772705
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,2h,--,--,2h,--,--,4h,Buena,32 µg/m³,12/06/2018 5:00,1528772705
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,4h,Buena,84 µg/m³,4h,Bona,8 µg/m³,4h,Buena,23 µg/m³,12/06/2018 5:00,1528772705
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,4h,Buena,69 µg/m³,4h,Bona,5 µg/m³,NA,NA,NA,12/06/2018 5:00,1528772705
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,4h,Buena,78 µg/m³,4h,Bona,8 µg/m³,4h,Buena,20 µg/m³,12/06/2018 5:00,1528772705
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,4h,Buena,85 µg/m³,4h,Bona,6 µg/m³,4h,Buena,22 µg/m³,12/06/2018 5:00,1528772705
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,4h,Bona,10 µg/m³,4h,Buena,25 µg/m³,12/06/2018 5:00,1528772705
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,5h,Bona,13 µg/m³,NA,NA,NA,12/06/2018 6:00,1528776303
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,3h,--,--,3h,--,--,5h,Buena,33 µg/m³,12/06/2018 6:00,1528776303
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,5h,Buena,68 µg/m³,5h,Bona,20 µg/m³,5h,Buena,23 µg/m³,12/06/2018 6:00,1528776303
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,5h,Buena,66 µg/m³,5h,Bona,10 µg/m³,NA,NA,NA,12/06/2018 6:00,1528776303
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,5h,Buena,61 µg/m³,5h,Bona,11 µg/m³,5h,Buena,20 µg/m³,12/06/2018 6:00,1528776303
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,5h,Buena,80 µg/m³,5h,Bona,6 µg/m³,5h,Buena,22 µg/m³,12/06/2018 6:00,1528776303
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,5h,Bona,10 µg/m³,5h,Buena,25 µg/m³,12/06/2018 6:00,1528776303
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,6h,Bona,15 µg/m³,NA,NA,NA,12/06/2018 7:00,1528779905
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,6h,Buena,51 µg/m³,6h,Bona,27 µg/m³,6h,Buena,30 µg/m³,12/06/2018 7:00,1528779905
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,6h,Buena,43 µg/m³,6h,Bona,39 µg/m³,6h,Buena,23 µg/m³,12/06/2018 7:00,1528779905
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,6h,Buena,45 µg/m³,6h,Bona,20 µg/m³,NA,NA,NA,12/06/2018 7:00,1528779905
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,6h,Buena,50 µg/m³,6h,Bona,15 µg/m³,6h,Buena,20 µg/m³,12/06/2018 7:00,1528779905
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,6h,Buena,65 µg/m³,6h,Bona,13 µg/m³,6h,Buena,22 µg/m³,12/06/2018 7:00,1528779905
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,6h,Bona,24 µg/m³,6h,Buena,25 µg/m³,12/06/2018 7:00,1528779905
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,7h,Bona,24 µg/m³,NA,NA,NA,12/06/2018 8:00,1528783503
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,7h,Buena,29 µg/m³,7h,Bona,44 µg/m³,7h,Buena,31 µg/m³,12/06/2018 8:00,1528783503
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,7h,Buena,23 µg/m³,7h,Bona,77 µg/m³,7h,Buena,23 µg/m³,12/06/2018 8:00,1528783503
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,7h,Buena,40 µg/m³,7h,Bona,27 µg/m³,NA,NA,NA,12/06/2018 8:00,1528783503
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,7h,Buena,25 µg/m³,7h,Bona,37 µg/m³,7h,Buena,20 µg/m³,12/06/2018 8:00,1528783503
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,7h,Buena,58 µg/m³,7h,Bona,15 µg/m³,7h,Buena,22 µg/m³,12/06/2018 8:00,1528783503
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,7h,Bona,41 µg/m³,7h,Buena,25 µg/m³,12/06/2018 8:00,1528783503
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,8h,Bona,33 µg/m³,NA,NA,NA,12/06/2018 9:00,1528787103
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,8h,Buena,25 µg/m³,8h,Bona,69 µg/m³,8h,Buena,31 µg/m³,12/06/2018 9:00,1528787103
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,8h,Buena,30 µg/m³,8h,Bona,90 µg/m³,8h,Buena,23 µg/m³,12/06/2018 9:00,1528787103
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,8h,Buena,30 µg/m³,8h,Bona,41 µg/m³,NA,NA,NA,12/06/2018 9:00,1528787103
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,8h,Buena,35 µg/m³,8h,Bona,35 µg/m³,8h,Buena,20 µg/m³,12/06/2018 9:00,1528787103
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,8h,Buena,51 µg/m³,8h,Bona,25 µg/m³,8h,Buena,21 µg/m³,12/06/2018 9:00,1528787103
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,8h,Bona,57 µg/m³,8h,Buena,24 µg/m³,12/06/2018 9:00,1528787103
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,9h,Bona,32 µg/m³,NA,NA,NA,12/06/2018 10:00,1528790702
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,9h,Buena,25 µg/m³,9h,Bona,80 µg/m³,9h,Buena,31 µg/m³,12/06/2018 10:00,1528790702
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,8h,Buena,30 µg/m³,8h,Bona,90 µg/m³,9h,Buena,23 µg/m³,12/06/2018 10:00,1528790702
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,9h,Buena,46 µg/m³,9h,Bona,32 µg/m³,NA,NA,NA,12/06/2018 10:00,1528790702
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,9h,Buena,36 µg/m³,9h,Bona,34 µg/m³,9h,Buena,20 µg/m³,12/06/2018 10:00,1528790702
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,9h,Buena,42 µg/m³,9h,Bona,33 µg/m³,9h,Buena,21 µg/m³,12/06/2018 10:00,1528790702
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,9h,Bona,43 µg/m³,9h,Buena,24 µg/m³,12/06/2018 10:00,1528790702
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,10h,Bona,38 µg/m³,NA,NA,NA,12/06/2018 11:00,1528794302
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,10h,Buena,35 µg/m³,10h,Bona,77 µg/m³,10h,Buena,31 µg/m³,12/06/2018 11:00,1528794302
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,8h,Buena,30 µg/m³,8h,Bona,90 µg/m³,10h,Buena,23 µg/m³,12/06/2018 11:00,1528794302
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,10h,Buena,62 µg/m³,10h,Bona,18 µg/m³,NA,NA,NA,12/06/2018 11:00,1528794302
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,10h,Buena,48 µg/m³,10h,Bona,31 µg/m³,10h,Buena,20 µg/m³,12/06/2018 11:00,1528794302
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,10h,Buena,46 µg/m³,10h,Bona,37 µg/m³,10h,Buena,20 µg/m³,12/06/2018 11:00,1528794302
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,10h,Bona,21 µg/m³,10h,Buena,24 µg/m³,12/06/2018 11:00,1528794302
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,11h,Bona,29 µg/m³,NA,NA,NA,12/06/2018 12:00,1528797902
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,11h,Buena,51 µg/m³,11h,Bona,58 µg/m³,11h,Buena,30 µg/m³,12/06/2018 12:00,1528797902
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,11h,Buena,55 µg/m³,11h,Bona,78 µg/m³,11h,Buena,23 µg/m³,12/06/2018 12:00,1528797902
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,11h,Buena,68 µg/m³,11h,Bona,12 µg/m³,NA,NA,NA,12/06/2018 12:00,1528797902
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,11h,Buena,56 µg/m³,11h,Bona,26 µg/m³,11h,Buena,20 µg/m³,12/06/2018 12:00,1528797902
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,11h,Buena,57 µg/m³,11h,Bona,30 µg/m³,11h,Buena,20 µg/m³,12/06/2018 12:00,1528797902
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,11h,Bona,22 µg/m³,11h,Buena,23 µg/m³,12/06/2018 12:00,1528797902
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,12h,Bona,34 µg/m³,NA,NA,NA,12/06/2018 13:00,1528801502
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,12h,Buena,52 µg/m³,12h,Bona,62 µg/m³,12h,Buena,30 µg/m³,12/06/2018 13:00,1528801502
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,11h,Buena,55 µg/m³,11h,Bona,78 µg/m³,12h,Buena,25 µg/m³,12/06/2018 13:00,1528801502
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,12h,Buena,76 µg/m³,12h,Bona,13 µg/m³,NA,NA,NA,12/06/2018 13:00,1528801502
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,12h,Buena,72 µg/m³,12h,Bona,22 µg/m³,12h,Buena,20 µg/m³,12/06/2018 13:00,1528801502
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,12h,Buena,65 µg/m³,12h,Bona,36 µg/m³,12h,Buena,20 µg/m³,12/06/2018 13:00,1528801502
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,12h,Bona,17 µg/m³,12h,Buena,24 µg/m³,12/06/2018 13:00,1528801502
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,13h,Bona,36 µg/m³,NA,NA,NA,12/06/2018 14:00,1528805103
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,12h,Buena,52 µg/m³,12h,Bona,62 µg/m³,13h,Buena,30 µg/m³,12/06/2018 14:00,1528805103
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,11h,Buena,55 µg/m³,11h,Bona,78 µg/m³,13h,Buena,25 µg/m³,12/06/2018 14:00,1528805103
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,13h,Buena,82 µg/m³,13h,Bona,6 µg/m³,NA,NA,NA,12/06/2018 14:00,1528805103
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,13h,Buena,67 µg/m³,13h,Bona,31 µg/m³,13h,Buena,20 µg/m³,12/06/2018 14:00,1528805103
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,13h,Buena,66 µg/m³,13h,Bona,30 µg/m³,13h,Buena,20 µg/m³,12/06/2018 14:00,1528805103
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,13h,Bona,17 µg/m³,13h,Buena,23 µg/m³,12/06/2018 14:00,1528805103
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,14h,Bona,22 µg/m³,NA,NA,NA,12/06/2018 15:00,1528808703
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,12h,Buena,52 µg/m³,12h,Bona,62 µg/m³,14h,Buena,30 µg/m³,12/06/2018 15:00,1528808703
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,12h,--,--,12h,--,--,14h,Buena,25 µg/m³,12/06/2018 15:00,1528808703
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,14h,Buena,76 µg/m³,14h,Bona,15 µg/m³,NA,NA,NA,12/06/2018 15:00,1528808703
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,14h,Buena,77 µg/m³,14h,Bona,10 µg/m³,14h,Buena,20 µg/m³,12/06/2018 15:00,1528808703
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,14h,Buena,78 µg/m³,14h,Bona,7 µg/m³,14h,Buena,19 µg/m³,12/06/2018 15:00,1528808703
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,14h,Bona,20 µg/m³,14h,Buena,22 µg/m³,12/06/2018 15:00,1528808703
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,15h,Bona,9 µg/m³,NA,NA,NA,12/06/2018 16:00,1528812303
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,13h,--,--,13h,--,--,15h,Buena,30 µg/m³,12/06/2018 16:00,1528812303
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,15h,Buena,74 µg/m³,15h,Bona,28 µg/m³,15h,Buena,26 µg/m³,12/06/2018 16:00,1528812303
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,15h,Buena,77 µg/m³,15h,Bona,16 µg/m³,NA,NA,NA,12/06/2018 16:00,1528812303
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,15h,Buena,80 µg/m³,15h,Bona,9 µg/m³,15h,Buena,21 µg/m³,12/06/2018 16:00,1528812303
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,15h,Buena,80 µg/m³,15h,Bona,7 µg/m³,15h,Buena,19 µg/m³,12/06/2018 16:00,1528812303
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,15h,Bona,18 µg/m³,15h,Buena,22 µg/m³,12/06/2018 16:00,1528812303
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,16h,Bona,11 µg/m³,NA,NA,NA,12/06/2018 17:00,1528815902
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,14h,--,--,14h,--,--,16h,Buena,30 µg/m³,12/06/2018 17:00,1528815902
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,16h,Buena,81 µg/m³,16h,Bona,23 µg/m³,16h,Buena,25 µg/m³,12/06/2018 17:00,1528815902
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,16h,Buena,81 µg/m³,16h,Bona,13 µg/m³,NA,NA,NA,12/06/2018 17:00,1528815902
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,16h,Buena,82 µg/m³,16h,Bona,9 µg/m³,16h,Buena,20 µg/m³,12/06/2018 17:00,1528815902
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,16h,Buena,82 µg/m³,16h,Bona,10 µg/m³,16h,Buena,19 µg/m³,12/06/2018 17:00,1528815902
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,16h,Bona,15 µg/m³,16h,Buena,22 µg/m³,12/06/2018 17:00,1528815902
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,17h,Bona,13 µg/m³,NA,NA,NA,12/06/2018 18:00,1528819502
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,15h,--,--,15h,--,--,17h,Buena,30 µg/m³,12/06/2018 18:00,1528819502
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,17h,Buena,75 µg/m³,17h,Bona,30 µg/m³,17h,Buena,24 µg/m³,12/06/2018 18:00,1528819502
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,17h,Buena,80 µg/m³,17h,Bona,14 µg/m³,NA,NA,NA,12/06/2018 18:00,1528819502
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,17h,Buena,79 µg/m³,17h,Bona,10 µg/m³,17h,Buena,20 µg/m³,12/06/2018 18:00,1528819502
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,17h,Buena,81 µg/m³,17h,Bona,11 µg/m³,17h,Buena,19 µg/m³,12/06/2018 18:00,1528819502
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,17h,Bona,20 µg/m³,17h,Buena,23 µg/m³,12/06/2018 18:00,1528819502
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,18h,Bona,12 µg/m³,NA,NA,NA,12/06/2018 19:00,1528823102
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,18h,Buena,64 µg/m³,18h,Bona,40 µg/m³,18h,Buena,29 µg/m³,12/06/2018 19:00,1528823102
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,18h,Buena,76 µg/m³,18h,Bona,37 µg/m³,18h,Buena,23 µg/m³,12/06/2018 19:00,1528823102
Ciutat Vella,Spain,"Ciutat Vella, Barcelona",109672.0,Buena,IL,01,08019050,2.1874,41.3864,18h,Buena,82 µg/m³,18h,Bona,15 µg/m³,NA,NA,NA,12/06/2018 19:00,1528823102
Horta-Guinardó,Spain,Horta-Guinardó,173944.0,Buena,IN,01,08019054,2.148,41.4261,18h,Buena,84 µg/m³,18h,Bona,10 µg/m³,18h,Buena,20 µg/m³,12/06/2018 19:00,1528823102
Les Corts,Spain,Les Corts District,81576.0,Buena,IZ,01,08019057,2.1151,41.3875,18h,Buena,85 µg/m³,18h,Bona,12 µg/m³,19h,Buena,18 µg/m³,12/06/2018 19:00,1528823102
Sant Martí,Spain,Sant Martí District,241181.0,Buena,I2,01,08019004,2.2045,41.4039,NA,NA,NA,18h,Bona,17 µg/m³,19h,Buena,24 µg/m³,12/06/2018 19:00,1528823102
Sants-Montjuïc,Spain,Sants-Montjuïc,187026.0,Buena,ID,01,08019042,2.1331,41.3788,NA,NA,NA,19h,Bona,12 µg/m³,NA,NA,NA,12/06/2018 20:00,1528826703
Eixample,Spain,"Eixample, Barcelona",269349.0,Buena,IH,01,08019043,2.1538,41.3853,18h,Buena,64 µg/m³,18h,Bona,40 µg/m³,19h,Buena,28 µg/m³,12/06/2018 20:00,1528826703
Gràcia,Spain,Gràcia District,123276.0,Buena,IJ,01,08019044,2.1534,41.3987,19h,Buena,80 µg/m³,19h,Bona,34 µg/m³,19h,Buena,23 µg/m³,12/06/2018 20:00,1528826703
