num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,cod_lesividad,lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga
2025S057617,2025-05-16T00:00:00Z,23:40:00,"Avda. San Diego, 142",142,13,Puente De Vallecas,Colision Lateral,Despejado,Furgoneta,Conductor,Desconocido,Desconocido,,,443554,4470580,false,
2025S057618,2025-05-16T00:00:00Z,23:05:00,Call. Emilio Muñoz / Call. Miguel Yuste,57,20,San Blas-canillejas,Colision Fronto-lateral,Despejado,Motocicleta hasta 125cc,Conductor,18-20,M,1,Atención en urgencias sin posterior ingreso,447194,4476169,false,
2025S057618,2025-05-16T00:00:00Z,23:05:00,Call. Emilio Muñoz / Call. Miguel Yuste,57,20,San Blas-canillejas,Colision Fronto-lateral,Despejado,Turismo,Conductor,50-54,M,14,Sin asistencia sanitaria,447194,4476169,false,
2025S057968,2025-05-16T00:00:00Z,12:40:00,"Call. Tomas Lopez, 2",2,4,Salamanca,Alcance,Despejado,Furgoneta,Conductor,25-29,M,14,Sin asistencia sanitaria,443162,4475354,false,
2025S057968,2025-05-16T00:00:00Z,12:40:00,"Call. Tomas Lopez, 2",2,4,Salamanca,Alcance,Despejado,Turismo,Conductor,40-44,M,,,443162,4475354,false,
2025S058025,2025-05-16T00:00:00Z,12:50:00,Call. Mercedes / Call. Lerida,23,6,Tetuan,Choque Contra Obstaculo Fijo,Despejado,Motocicleta hasta 125cc,Conductor,Desconocido,Desconocido,,,440587,4478412,false,
2025S058025,2025-05-16T00:00:00Z,12:50:00,Call. Mercedes / Call. Lerida,23,6,Tetuan,Choque Contra Obstaculo Fijo,Despejado,Turismo,Conductor,45-49,M,,,440587,4478412,false,
2025S058047,2025-05-16T00:00:00Z,20:30:00,"Autov. M-30, 10xl30",10XL30,13,Puente De Vallecas,Alcance,Despejado,Todo terreno,Conductor,Desconocido,Desconocido,,,442922,4471796,false,
2025S058047,2025-05-16T00:00:00Z,20:30:00,"Autov. M-30, 10xl30",10XL30,13,Puente De Vallecas,Alcance,Despejado,Turismo,Conductor,25-29,M,,,442922,4471796,false,
2025S058076,2025-05-16T00:00:00Z,20:30:00,Call. Tintoreros / Call. Grafal,1,1,Centro,Colision Fronto-lateral,Despejado,Turismo,Conductor,55-59,M,,,439950,4473897,false,
2025S057808,2025-05-17T00:00:00Z,2:50:00,Call. Ramon Gomez De La Serna / Call. Riscos De Polanco,1,8,Fuencarral-el Pardo,Choque Contra Obstaculo Fijo,Despejado,Turismo,Conductor,21-24,M,,,438604,4481371,true,
2025S057808,2025-05-17T00:00:00Z,2:50:00,Call. Ramon Gomez De La Serna / Call. Riscos De Polanco,1,8,Fuencarral-el Pardo,Choque Contra Obstaculo Fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,,,438604,4481371,false,
2025S057814,2025-05-17T00:00:00Z,2:30:00,"Paseo. Prado, 44",44,1,Centro,Atropello A Persona,Despejado,Turismo,Conductor,35-39,M,14,Sin asistencia sanitaria,441236,4473530,false,false
2025S057814,2025-05-17T00:00:00Z,2:30:00,"Paseo. Prado, 44",44,1,Centro,Atropello A Persona,Despejado,Turismo,Pasajero,25-29,F,14,Sin asistencia sanitaria,441236,4473530,false,
2025S057814,2025-05-17T00:00:00Z,2:30:00,"Paseo. Prado, 44",44,1,Centro,Atropello A Persona,Despejado,Turismo,Peatón,35-39,M,3,Ingreso superior a 24 horas,441236,4473530,false,
2025S057908,2025-05-17T00:00:00Z,4:20:00,"Call. Romero Giron, 4",4,5,Chamartin,Alcance,Despejado,Turismo,Conductor,25-29,M,14,Sin asistencia sanitaria,442116,4478663,true,
2025S057908,2025-05-17T00:00:00Z,4:20:00,"Call. Romero Giron, 4",4,5,Chamartin,Alcance,Despejado,Turismo,Conductor,Desconocido,Desconocido,,,442116,4478663,false,
2025S057908,2025-05-17T00:00:00Z,4:20:00,"Call. Romero Giron, 4",4,5,Chamartin,Alcance,Despejado,Turismo,Pasajero,25-29,M,14,Sin asistencia sanitaria,442116,4478663,false,
2025S057914,2025-05-17T00:00:00Z,4:40:00,Call. Esteban Carros / Call. Cabo De Creus,2,13,Puente De Vallecas,Choque Contra Obstaculo Fijo,Despejado,Camión rígido,Conductor,35-39,M,,,444189,4469501,true,
2025S057943,2025-05-17T00:00:00Z,6:24:00,Gta. Puente De Segovia / Paseo. Extremadura,3,10,Latina,Otro,,Turismo,Conductor,21-24,F,,,438535,4473982,false,
2025S057958,2025-05-17T00:00:00Z,6:36:00,"Call. Arcos De Jalon, 104",104,20,San Blas-canillejas,Colision Fronto-lateral,,Turismo,Conductor,25-29,M,,,447724,4475028,false,
2025S057958,2025-05-17T00:00:00Z,6:36:00,"Call. Arcos De Jalon, 104",104,20,San Blas-canillejas,Colision Fronto-lateral,,Turismo,Conductor,60-64,M,14,Sin asistencia sanitaria,447724,4475028,false,
2025S057958,2025-05-17T00:00:00Z,6:36:00,"Call. Arcos De Jalon, 104",104,20,San Blas-canillejas,Colision Fronto-lateral,,Turismo,Conductor,Desconocido,Desconocido,,,447724,4475028,false,
2025S057997,2025-05-17T00:00:00Z,9:15:00,"Avda. Mediterraneo, 32",32,3,Retiro,Colision Lateral,Despejado,Furgoneta,Conductor,60-64,M,,,442839,4473148,false,
2025S057997,2025-05-17T00:00:00Z,9:15:00,"Avda. Mediterraneo, 32",32,3,Retiro,Colision Lateral,Despejado,Turismo,Conductor,65-69,M,,,442839,4473148,false,
2025S058015,2025-05-17T00:00:00Z,11:25:00,Call. Villaamil / Paseo. Direccion,78,6,Tetuan,Alcance,Despejado,Turismo,Conductor,55-59,M,14,Sin asistencia sanitaria,439955,4479316,false,
2025S058015,2025-05-17T00:00:00Z,11:25:00,Call. Villaamil / Paseo. Direccion,78,6,Tetuan,Alcance,Despejado,Turismo,Conductor,60-64,M,14,Sin asistencia sanitaria,439955,4479316,false,
2025S058015,2025-05-17T00:00:00Z,11:25:00,Call. Villaamil / Paseo. Direccion,78,6,Tetuan,Alcance,Despejado,Turismo,Pasajero,45-49,F,14,Sin asistencia sanitaria,439955,4479316,false,
2025S058016,2025-05-17T00:00:00Z,10:27:00,Call. Maria De Las Mercedes De Borbon / Avda. Secundino Zuazo,2,16,Hortaleza,Choque Contra Obstaculo Fijo,,Turismo,Conductor,45-49,M,14,Sin asistencia sanitaria,447151,4482906,false,
2025S058016,2025-05-17T00:00:00Z,10:27:00,Call. Maria De Las Mercedes De Borbon / Avda. Secundino Zuazo,2,16,Hortaleza,Choque Contra Obstaculo Fijo,,Turismo,Pasajero,10-14,F,,,447151,4482906,false,
2025S058016,2025-05-17T00:00:00Z,10:27:00,Call. Maria De Las Mercedes De Borbon / Avda. Secundino Zuazo,2,16,Hortaleza,Choque Contra Obstaculo Fijo,,Turismo,Pasajero,45-49,F,14,Sin asistencia sanitaria,447151,4482906,false,
2025S058016,2025-05-17T00:00:00Z,10:27:00,Call. Maria De Las Mercedes De Borbon / Avda. Secundino Zuazo,2,16,Hortaleza,Choque Contra Obstaculo Fijo,,Turismo,Pasajero,6-9,M,,,447151,4482906,false,
2025S058016,2025-05-17T00:00:00Z,10:27:00,Call. Maria De Las Mercedes De Borbon / Avda. Secundino Zuazo,2,16,Hortaleza,Choque Contra Obstaculo Fijo,,Turismo,Pasajero,6-9,M,14,Sin asistencia sanitaria,447151,4482906,false,
2025S058017,2025-05-17T00:00:00Z,11:00:00,"Call. Fragata, 17",17,11,Carabanchel,Caida,Despejado,Motocicleta hasta 125cc,Conductor,60-64,M,6,Asistencia sanitaria inmediata en centro de salud o mutua,437656,4471722,false,
2025S058018,2025-05-17T00:00:00Z,10:05:00,Call. Maria De Maeztu / Call. Maria Casares,116,8,Fuencarral-el Pardo,Colision Frontal,Despejado,Turismo,Conductor,40-44,M,14,Sin asistencia sanitaria,438662,4482816,false,
2025S058018,2025-05-17T00:00:00Z,10:05:00,Call. Maria De Maeztu / Call. Maria Casares,116,8,Fuencarral-el Pardo,Colision Frontal,Despejado,Turismo,Conductor,50-54,M,2,Ingreso inferior o igual a 24 horas,438662,4482816,false,
2025S058019,2025-05-17T00:00:00Z,12:33:00,"Avda. Albufera, 42",42,13,Puente De Vallecas,Atropello A Persona,Despejado,Turismo,Conductor,65-69,M,14,Sin asistencia sanitaria,443468,4472001,false,
2025S058019,2025-05-17T00:00:00Z,12:33:00,"Avda. Albufera, 42",42,13,Puente De Vallecas,Atropello A Persona,Despejado,Turismo,Peatón,70-74,F,5,Asistencia sanitaria ambulatoria con posterioridad,443468,4472001,false,
2025S058020,2025-05-17T00:00:00Z,9:00:00,"Call. Finisterre, 6",6,8,Fuencarral-el Pardo,Choque Contra Obstaculo Fijo,Despejado,Turismo,Conductor,21-24,M,14,Sin asistencia sanitaria,440581,4480856,false,
2025S058020,2025-05-17T00:00:00Z,9:00:00,"Call. Finisterre, 6",6,8,Fuencarral-el Pardo,Choque Contra Obstaculo Fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,,,440581,4480856,false,
2025S058021,2025-05-17T00:00:00Z,12:50:00,"Call. Mar De Kara, 22",22,16,Hortaleza,Atropello A Persona,Despejado,Furgoneta,Conductor,Desconocido,Desconocido,,,445398,4480418,false,
2025S058021,2025-05-17T00:00:00Z,12:50:00,"Call. Mar De Kara, 22",22,16,Hortaleza,Atropello A Persona,Despejado,Furgoneta,Peatón,60-64,M,6,Asistencia sanitaria inmediata en centro de salud o mutua,445398,4480418,false,
2025S058021,2025-05-17T00:00:00Z,12:50:00,"Call. Mar De Kara, 22",22,16,Hortaleza,Atropello A Persona,Despejado,Turismo,Conductor,45-49,M,14,Sin asistencia sanitaria,445398,4480418,false,
2025S058022,2025-05-17T00:00:00Z,11:50:00,Plaza. Colon / Call. Genova,2,7,Chamberi,Colision Fronto-lateral,Despejado,Turismo,Conductor,45-49,F,14,Sin asistencia sanitaria,441415,4475213,false,
2025S058022,2025-05-17T00:00:00Z,11:50:00,Plaza. Colon / Call. Genova,2,7,Chamberi,Colision Fronto-lateral,Despejado,Turismo,Conductor,55-59,M,14,Sin asistencia sanitaria,441415,4475213,false,
2025S058022,2025-05-17T00:00:00Z,11:50:00,Plaza. Colon / Call. Genova,2,7,Chamberi,Colision Fronto-lateral,Despejado,Turismo,Pasajero,65-69,F,7,Asistencia sanitaria sólo en el lugar del accidente,441415,4475213,false,
2025S058022,2025-05-17T00:00:00Z,11:50:00,Plaza. Colon / Call. Genova,2,7,Chamberi,Colision Fronto-lateral,Despejado,Turismo,Pasajero,Más74,F,7,Asistencia sanitaria sólo en el lugar del accidente,441415,4475213,false,
2025S058026,2025-05-17T00:00:00Z,14:30:00,"Call. Leon Felipe, 10a",10A,13,Puente De Vallecas,Choque Contra Obstaculo Fijo,Despejado,Turismo,Conductor,35-39,M,,,445965,4470997,false,
2025S058026,2025-05-17T00:00:00Z,14:30:00,"Call. Leon Felipe, 10a",10A,13,Puente De Vallecas,Choque Contra Obstaculo Fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,,,445965,4470997,false,
2025S058026,2025-05-17T00:00:00Z,14:30:00,"Call. Leon Felipe, 10a",10A,13,Puente De Vallecas,Choque Contra Obstaculo Fijo,Despejado,Turismo,Conductor,Desconocido,F,,,445965,4470997,false,
2025S058027,2025-05-17T00:00:00Z,14:22:00,Call. Huesca / Call. Infanta Mercedes,20,6,Tetuan,Colision Fronto-lateral,Despejado,Furgoneta,Conductor,21-24,M,14,Sin asistencia sanitaria,440862,4478824,false,
2025S058027,2025-05-17T00:00:00Z,14:22:00,Call. Huesca / Call. Infanta Mercedes,20,6,Tetuan,Colision Fronto-lateral,Despejado,Motocicleta > 125cc,Conductor,30-34,M,3,Ingreso superior a 24 horas,440862,4478824,false,
2025S058037,2025-05-17T00:00:00Z,14:40:00,Call. Cerro De La Plata / Call. Jativa,15,3,Retiro,Colision Lateral,,Turismo,Conductor,30-34,M,,,442684,4472209,false,
2025S058037,2025-05-17T00:00:00Z,14:40:00,Call. Cerro De La Plata / Call. Jativa,15,3,Retiro,Colision Lateral,,Turismo,Conductor,55-59,F,,,442684,4472209,false,
2025S058038,2025-05-17T00:00:00Z,15:10:00,"Autov. M-30, 06nl06",06NL06,4,Salamanca,Alcance,Despejado,Turismo,Conductor,30-34,M,14,Sin asistencia sanitaria,444029,4476466,false,
2025S058038,2025-05-17T00:00:00Z,15:10:00,"Autov. M-30, 06nl06",06NL06,4,Salamanca,Alcance,Despejado,Turismo,Conductor,Desconocido,Desconocido,,,444029,4476466,false,
2025S058038,2025-05-17T00:00:00Z,15:10:00,"Autov. M-30, 06nl06",06NL06,4,Salamanca,Alcance,Despejado,Turismo,Pasajero,30-34,F,,,444029,4476466,false,
2025S058038,2025-05-17T00:00:00Z,15:10:00,"Autov. M-30, 06nl06",06NL06,4,Salamanca,Alcance,Despejado,Turismo,Pasajero,6-9,F,,,444029,4476466,false,
2025S058048,2025-05-17T00:00:00Z,16:00:00,Avda. Monte Igueldo / Call. Lozano,36,13,Puente De Vallecas,Atropello A Persona,Despejado,Turismo,Conductor,35-39,F,14,Sin asistencia sanitaria,443238,4471863,true,
2025S058048,2025-05-17T00:00:00Z,16:00:00,Avda. Monte Igueldo / Call. Lozano,36,13,Puente De Vallecas,Atropello A Persona,Despejado,Turismo,Peatón,Menor5,M,1,Atención en urgencias sin posterior ingreso,443238,4471863,false,
2025S058049,2025-05-17T00:00:00Z,15:35:00,"Autov. M-30, 32ra00",32RA00,5,Chamartin,Colision Lateral,Despejado,,Conductor,Desconocido,Desconocido,,,442870,4481433,false,
2025S058049,2025-05-17T00:00:00Z,15:35:00,"Autov. M-30, 32ra00",32RA00,5,Chamartin,Colision Lateral,Despejado,Motocicleta hasta 125cc,Conductor,35-39,M,1,Atención en urgencias sin posterior ingreso,442870,4481433,false,
2025S058050,2025-05-17T00:00:00Z,15:10:00,Call. Alberto Aguilera / Call. Serrano Jover,5,1,Centro,Colision Fronto-lateral,,Autobús,Conductor,40-44,M,,,439429,4475766,false,
2025S058050,2025-05-17T00:00:00Z,15:10:00,Call. Alberto Aguilera / Call. Serrano Jover,5,1,Centro,Colision Fronto-lateral,,Turismo,Conductor,25-29,M,,,439429,4475766,false,
2025S058051,2025-05-17T00:00:00Z,15:40:00,"Autov. M-30, 14nc24",14NC24,2,Arganzuela,Alcance,,Motocicleta hasta 125cc,Conductor,30-34,M,,,440253,4471973,false,
2025S058051,2025-05-17T00:00:00Z,15:40:00,"Autov. M-30, 14nc24",14NC24,2,Arganzuela,Alcance,,Turismo,Conductor,50-54,M,,,440253,4471973,false,
2025S058053,2025-05-17T00:00:00Z,17:04:00,Call. Tucan / Call. Aceuchal,13,11,Carabanchel,Choque Contra Obstaculo Fijo,Despejado,Todo terreno,Conductor,Desconocido,Desconocido,,,437358,4471344,false,
2025S058053,2025-05-17T00:00:00Z,17:04:00,Call. Tucan / Call. Aceuchal,13,11,Carabanchel,Choque Contra Obstaculo Fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,,,437358,4471344,false,
2025S058060,2025-05-17T00:00:00Z,16:40:00,Call. Julian Camarillo / Call. Cronos,44A,20,San Blas-canillejas,Alcance,Despejado,Turismo,Conductor,50-54,F,14,Sin asistencia sanitaria,447414,4476516,false,
2025S058060,2025-05-17T00:00:00Z,16:40:00,Call. Julian Camarillo / Call. Cronos,44A,20,San Blas-canillejas,Alcance,Despejado,VMU eléctrico,Conductor,30-34,M,14,Sin asistencia sanitaria,447414,4476516,false,
2025S058062,2025-05-17T00:00:00Z,16:35:00,Call. Amposta / Call. Alberique,1,20,San Blas-canillejas,Atropello A Persona,Despejado,,Conductor,Desconocido,Desconocido,,,447182,4475433,false,
2025S058062,2025-05-17T00:00:00Z,16:35:00,Call. Amposta / Call. Alberique,1,20,San Blas-canillejas,Atropello A Persona,Despejado,,Peatón,40-44,F,14,Sin asistencia sanitaria,447182,4475433,false,
2025S058062,2025-05-17T00:00:00Z,16:35:00,Call. Amposta / Call. Alberique,1,20,San Blas-canillejas,Atropello A Persona,Despejado,,Peatón,70-74,F,1,Atención en urgencias sin posterior ingreso,447182,4475433,false,
2025S058067,2025-05-17T00:00:00Z,17:00:00,"Call. Federico Mompou, 1",1,8,Fuencarral-el Pardo,Choque Contra Obstaculo Fijo,Despejado,Turismo,Conductor,35-39,M,1,Atención en urgencias sin posterior ingreso,442406,4484908,false,
2025S058071,2025-05-17T00:00:00Z,18:00:00,Autov. A-3 / Call. El Bosco,+00400S,13,Puente De Vallecas,Colision Fronto-lateral,Despejado,Turismo,Conductor,25-29,M,14,Sin asistencia sanitaria,444444,4472886,false,
2025S058071,2025-05-17T00:00:00Z,18:00:00,Autov. A-3 / Call. El Bosco,+00400S,13,Puente De Vallecas,Colision Fronto-lateral,Despejado,Turismo,Conductor,35-39,M,7,Asistencia sanitaria sólo en el lugar del accidente,444444,4472886,false,
2025S058071,2025-05-17T00:00:00Z,18:00:00,Autov. A-3 / Call. El Bosco,+00400S,13,Puente De Vallecas,Colision Fronto-lateral,Despejado,Turismo,Pasajero,25-29,F,14,Sin asistencia sanitaria,444444,4472886,false,
2025S058071,2025-05-17T00:00:00Z,18:00:00,Autov. A-3 / Call. El Bosco,+00400S,13,Puente De Vallecas,Colision Fronto-lateral,Despejado,Turismo,Pasajero,30-34,F,7,Asistencia sanitaria sólo en el lugar del accidente,444444,4472886,false,
2025S058071,2025-05-17T00:00:00Z,18:00:00,Autov. A-3 / Call. El Bosco,+00400S,13,Puente De Vallecas,Colision Fronto-lateral,Despejado,Turismo,Pasajero,Menor5,M,7,Asistencia sanitaria sólo en el lugar del accidente,444444,4472886,false,
2025S058073,2025-05-17T00:00:00Z,16:50:00,Avda. Las Suertes / Call. Jose Gutierrez Maroto,38,18,Villa De Vallecas,Alcance,Despejado,Turismo,Conductor,35-39,M,14,Sin asistencia sanitaria,448931,4468802,false,
2025S058073,2025-05-17T00:00:00Z,16:50:00,Avda. Las Suertes / Call. Jose Gutierrez Maroto,38,18,Villa De Vallecas,Alcance,Despejado,Turismo,Conductor,55-59,F,7,Asistencia sanitaria sólo en el lugar del accidente,448931,4468802,false,
2025S058075,2025-05-17T00:00:00Z,18:40:00,"Pque. Madrid Rio, +00400e",+00400E,11,Carabanchel,Colision Frontal,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,30-34,M,7,Asistencia sanitaria sólo en el lugar del accidente,438669,4472663,false,
2025S058075,2025-05-17T00:00:00Z,18:40:00,"Pque. Madrid Rio, +00400e",+00400E,11,Carabanchel,Colision Frontal,Despejado,VMU eléctrico,Conductor,50-54,M,7,Asistencia sanitaria sólo en el lugar del accidente,438669,4472663,false,
2025S058077,2025-05-17T00:00:00Z,17:50:00,Call. Segovia / Call. Beatriz Galindo,25,1,Centro,Colision Fronto-lateral,Despejado,Autobús,Conductor,60-64,M,14,Sin asistencia sanitaria,439394,4473941,false,
2025S058077,2025-05-17T00:00:00Z,17:50:00,Call. Segovia / Call. Beatriz Galindo,25,1,Centro,Colision Fronto-lateral,Despejado,Autobús,Pasajero,50-54,F,7,Asistencia sanitaria sólo en el lugar del accidente,439394,4473941,false,
2025S058077,2025-05-17T00:00:00Z,17:50:00,Call. Segovia / Call. Beatriz Galindo,25,1,Centro,Colision Fronto-lateral,Despejado,Autobús,Pasajero,55-59,F,7,Asistencia sanitaria sólo en el lugar del accidente,439394,4473941,false,
2025S058077,2025-05-17T00:00:00Z,17:50:00,Call. Segovia / Call. Beatriz Galindo,25,1,Centro,Colision Fronto-lateral,Despejado,Autobús,Pasajero,70-74,F,1,Atención en urgencias sin posterior ingreso,439394,4473941,false,
2025S058077,2025-05-17T00:00:00Z,17:50:00,Call. Segovia / Call. Beatriz Galindo,25,1,Centro,Colision Fronto-lateral,Despejado,Autobús,Pasajero,Más74,F,1,Atención en urgencias sin posterior ingreso,439394,4473941,false,
2025S058077,2025-05-17T00:00:00Z,17:50:00,Call. Segovia / Call. Beatriz Galindo,25,1,Centro,Colision Fronto-lateral,Despejado,Turismo,Conductor,45-49,M,14,Sin asistencia sanitaria,439394,4473941,false,
2025S058077,2025-05-17T00:00:00Z,17:50:00,Call. Segovia / Call. Beatriz Galindo,25,1,Centro,Colision Fronto-lateral,Despejado,Turismo,Pasajero,45-49,F,14,Sin asistencia sanitaria,439394,4473941,false,
2025S058077,2025-05-17T00:00:00Z,17:50:00,Call. Segovia / Call. Beatriz Galindo,25,1,Centro,Colision Fronto-lateral,Despejado,Turismo,Pasajero,6-9,F,14,Sin asistencia sanitaria,439394,4473941,false,
2025S058079,2025-05-17T00:00:00Z,18:50:00,"Autov. M-30, 18xc56",18XC56,9,Moncloa-aravaca,Colision Lateral,Despejado,Turismo,Conductor,40-44,F,14,Sin asistencia sanitaria,438699,4474601,false,
2025S058079,2025-05-17T00:00:00Z,18:50:00,"Autov. M-30, 18xc56",18XC56,9,Moncloa-aravaca,Colision Lateral,Despejado,Turismo,Conductor,60-64,M,14,Sin asistencia sanitaria,438699,4474601,false,
2025S058080,2025-05-17T00:00:00Z,18:40:00,"Call. Villanueva, 44",44,4,Salamanca,Caida,Despejado,Ciclomotor,Conductor,40-44,M,7,Asistencia sanitaria sólo en el lugar del accidente,442157,4474842,false,
2025S058082,2025-05-17T00:00:00Z,20:35:00,"Cmno. Valderribas, 93a",93A,13,Puente De Vallecas,Atropello A Persona,Despejado,Turismo,Conductor,70-74,M,14,Sin asistencia sanitaria,443998,4472230,false,
2025S058082,2025-05-17T00:00:00Z,20:35:00,"Cmno. Valderribas, 93a",93A,13,Puente De Vallecas,Atropello A Persona,Despejado,Turismo,Peatón,35-39,F,2,Ingreso inferior o igual a 24 horas,443998,4472230,false,
2025S058082,2025-05-17T00:00:00Z,20:35:00,"Cmno. Valderribas, 93a",93A,13,Puente De Vallecas,Atropello A Persona,Despejado,Turismo,Peatón,40-44,M,2,Ingreso inferior o igual a 24 horas,443998,4472230,false,
2025S058088,2025-05-17T00:00:00Z,18:50:00,"Call. Bronce, 15",15,2,Arganzuela,Colision Fronto-lateral,Despejado,Turismo,Conductor,45-49,M,14,Sin asistencia sanitaria,441591,4471203,false,
2025S058088,2025-05-17T00:00:00Z,18:50:00,"Call. Bronce, 15",15,2,Arganzuela,Colision Fronto-lateral,Despejado,VMU eléctrico,Conductor,18-20,M,7,Asistencia sanitaria sólo en el lugar del accidente,441591,4471203,false,
2025S058089,2025-05-17T00:00:00Z,20:00:00,Call. Antillon / Call. Cardenal Mendoza,15,10,Latina,Colision Fronto-lateral,Despejado,Turismo,Conductor,25-29,M,7,Asistencia sanitaria sólo en el lugar del accidente,438231,4473745,false,
2025S058089,2025-05-17T00:00:00Z,20:00:00,Call. Antillon / Call. Cardenal Mendoza,15,10,Latina,Colision Fronto-lateral,Despejado,Turismo,Conductor,30-34,F,7,Asistencia sanitaria sólo en el lugar del accidente,438231,4473745,false,
2025S058095,2025-05-17T00:00:00Z,20:25:00,"Call. Alcala, 75",75,4,Salamanca,Alcance,Despejado,Motocicleta hasta 125cc,Conductor,30-34,M,7,Asistencia sanitaria sólo en el lugar del accidente,441730,4474634,false,
2025S058095,2025-05-17T00:00:00Z,20:25:00,"Call. Alcala, 75",75,4,Salamanca,Alcance,Despejado,Turismo,Conductor,70-74,M,14,Sin asistencia sanitaria,441730,4474634,false,
2025S058096,2025-05-17T00:00:00Z,21:10:00,"Avda. Pablo Iglesias, 88",88,6,Tetuan,Colision Fronto-lateral,Despejado,Autobús,Conductor,50-54,M,,,439553,4478544,false,
2025S058096,2025-05-17T00:00:00Z,21:10:00,"Avda. Pablo Iglesias, 88",88,6,Tetuan,Colision Fronto-lateral,Despejado,Todo terreno,Conductor,45-49,M,,,439553,4478544,false,
2025S058096,2025-05-17T00:00:00Z,21:10:00,"Avda. Pablo Iglesias, 88",88,6,Tetuan,Colision Fronto-lateral,Despejado,Todo terreno,Pasajero,35-39,M,,,439553,4478544,false,
2025S058134,2025-05-17T00:00:00Z,22:50:00,Call. Valle De Tobalina / Call. San Ezequiel,8,17,Villaverde,Colision Fronto-lateral,Despejado,Turismo,Conductor,18-20,M,7,Asistencia sanitaria sólo en el lugar del accidente,439230,4465030,false,
